Event,Date,Location,WL,Fighter_A,Fighter_B,Fighter_A_KD,Fighter_B_KD,Fighter_A_STR,Fighter_B_STR,Fighter_A_TD,Fighter_B_TD,Fighter_A_SUB,Fighter_B_SUB,Victory_Result,Victory_Method,Round,Time,Weight_Class,Title,Fight_Bonus,Perf_Bonus,Sub_Bonus,KO_Bonus,Year,Outcome
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,"Baku, Azerbaijan",WIN,Seokhyeon Ko,Oban Elliott,0,0,33,10,6,0,1,0,U-DEC,,3,5:00,Welterweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,"Baku, Azerbaijan",WIN,JunYong Park,Ismail Naurdiev,0,0,45,76,2,1,1,0,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,"Baku, Azerbaijan",WIN,Daria Zhelezniakova,Melissa Mullins,0,0,99,64,0,3,0,0,U-DEC,,3,5:00,Women's Bantamweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,"Baku, Azerbaijan",WIN,Klaudia Sygula,Irina Alekseeva,0,0,101,63,1,0,0,0,U-DEC,,3,5:00,Women's Bantamweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,"Baku, Azerbaijan",WIN,Tagir Ulanbekov,Azat Maksum,0,0,68,62,0,3,1,0,U-DEC,,3,5:00,Flyweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,"Baku, Azerbaijan",WIN,Mohammed Usman,Hamdy Abdelwahab,0,0,86,55,0,0,0,0,U-DEC,,3,5:00,Heavyweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",WIN,Kamaru Usman,Joaquin Buckley,0,0,41,44,4,0,0,0,U-DEC,,5,5:00,Welterweight,0,1,0,0,0,2025,UDEC
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",WIN,Rose Namajunas,Miranda Maverick,1,0,25,25,2,0,0,1,U-DEC,,3,5:00,Women's Flyweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",WIN,Edmen Shahbazyan,Andre Petroski,1,0,53,34,0,2,0,0,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",WIN,Raoni Barcelos,Cody Garbrandt,0,0,37,28,1,0,0,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",DRAW DRAW,Mansur Abdul-Malik,Cody Brundage,0,0,25,30,0,0,0,0,Overturned,,3,0:36,Middleweight,0,0,0,0,0,2025,DRAW
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",WIN,Alonzo Menifield,Oumar Sy,0,0,29,34,0,1,0,0,U-DEC,,3,5:00,Light Heavyweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",NC NC,Paul Craig,Rodolfo Bellato,0,0,17,10,0,1,0,0,CNC,,1,4:59,Light Heavyweight,0,0,0,0,0,2025,DRAW
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",WIN,Michael Chiesa,Court McGee,0,0,72,39,0,0,0,0,U-DEC,,3,5:00,Welterweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",WIN,Malcolm Wellmaker,Kris Moutinho,1,0,25,6,0,0,0,0,KO/TKO,Punch,1,2:37,Bantamweight,0,0,1,0,0,2025,KO
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",WIN,Jose Ochoa,Cody Durden,1,0,30,9,0,2,0,0,KO/TKO,Punch,2,0:11,Flyweight,0,0,1,0,0,2025,KO
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",WIN,Ricky Simon,Cameron Smotherman,0,0,34,29,3,0,0,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",WIN,Phil Rowe,Ange Loosa,1,1,85,65,0,3,0,0,KO/TKO,Punches,3,4:03,Welterweight,0,0,0,0,0,2025,KO
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",WIN,Jamey-Lyn Horth,Vanessa Demopoulos,0,0,101,36,2,0,0,0,U-DEC,,3,5:00,Women's Flyweight,0,0,0,0,0,2025,UDEC
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",WIN,Merab Dvalishvili,Sean O'Malley,0,0,52,31,5,0,1,0,SUB,Guillotine Choke,3,4:42,Bantamweight,1,0,1,0,0,2025,SUB
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",WIN,Kayla Harrison,Julianna Pena,0,0,30,9,2,0,1,0,SUB,Kimura,2,4:55,Women's Bantamweight,1,0,1,0,0,2025,SUB
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",WIN,Joe Pyfer,Kelvin Gastelum,2,0,57,33,1,0,0,0,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2025,UDEC
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",WIN,Mario Bautista,Patchy Mix,0,0,173,122,0,0,0,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2025,UDEC
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",WIN,Kevin Holland,Vicente Luque,0,0,40,24,1,0,1,0,SUB,Anaconda Choke,2,1:03,Welterweight,0,0,1,0,0,2025,SUB
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",WIN,Joshua Van,Bruno Silva,3,0,125,76,0,1,0,0,KO/TKO,Punches,3,4:01,Flyweight,0,0,0,0,0,2025,KO
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",WIN,Azamat Murzakanov,Brendson Ribeiro,1,0,27,8,0,0,0,0,KO/TKO,Punches,1,3:25,Light Heavyweight,0,0,0,0,0,2025,KO
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",WIN,Waldo Cortes Acosta,Serghei Spivac,0,0,110,48,0,2,0,0,U-DEC,,3,5:00,Heavyweight,0,0,0,0,0,2025,UDEC
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",WIN,Andreas Gustafsson,Khaos Williams,0,0,98,39,8,0,0,0,U-DEC,,3,5:00,Welterweight,0,0,0,0,0,2025,UDEC
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",WIN,Wang Cong,Ariane da Silva,1,0,143,63,0,0,0,0,U-DEC,,3,5:00,Women's Flyweight,0,0,0,0,0,2025,UDEC
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",WIN,JooSang Yoo,Jeka Saragih,1,0,6,2,0,0,0,0,KO/TKO,Punch,1,0:28,Featherweight,0,0,1,0,0,2025,KO
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",WIN,Quillan Salkilld,Yanal Ashmouz,0,0,79,41,8,0,0,0,U-DEC,,3,5:00,Lightweight,0,0,0,0,0,2025,UDEC
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",WIN,MarQuel Mederos,Mark Choinski,1,0,110,58,0,2,0,0,U-DEC,,3,5:00,Lightweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,"Las Vegas, Nevada, USA",WIN,Mateusz Gamrot,Ludovit Klein,0,0,65,24,6,0,0,0,U-DEC,,3,5:00,Lightweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,"Las Vegas, Nevada, USA",WIN,Ramiz Brahimaj,Billy Ray Goff,0,0,1,1,2,0,1,0,SUB,Guillotine Choke,1,3:16,Welterweight,0,0,1,0,0,2025,SUB
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,"Las Vegas, Nevada, USA",WIN,Dustin Jacoby,Bruno Lopes,1,0,17,3,0,0,0,0,KO/TKO,Punch,1,1:50,Light Heavyweight,0,0,0,0,0,2025,KO
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,"Las Vegas, Nevada, USA",WIN,Zach Reese,Dusko Todorovic,0,0,50,35,2,4,0,1,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,"Las Vegas, Nevada, USA",WIN,Allan Nascimento,Jafel Filho,0,0,12,14,1,4,1,1,U-DEC,,3,5:00,Flyweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,"Las Vegas, Nevada, USA",WIN,Jordan Leavitt,Kurt Holobaugh,0,0,1,0,3,0,1,0,SUB,Anaconda Choke,1,1:39,Lightweight,0,0,1,0,0,2025,SUB
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,"Las Vegas, Nevada, USA",WIN,Bolaji Oki,Michael Aswell Jr.,0,0,136,118,0,0,0,0,U-DEC,,3,5:00,Lightweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,"Las Vegas, Nevada, USA",WIN,Alice Ardelean,Rayanne dos Santos,0,0,154,78,1,1,0,0,U-DEC,,3,5:00,Women's Strawweight,0,1,0,0,0,2025,UDEC
UFC Fight Night: Burns vs. Morales,2025-05-17,"Las Vegas, Nevada, USA",WIN,Michael Morales,Gilbert Burns,2,0,33,5,0,1,0,0,KO/TKO,Punches,1,3:39,Welterweight,0,0,1,0,0,2025,KO
UFC Fight Night: Burns vs. Morales,2025-05-17,"Las Vegas, Nevada, USA",WIN,Mairon Santos,Sodiq Yusuff,0,0,40,36,0,1,0,0,U-DEC,,3,5:00,Lightweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Burns vs. Morales,2025-05-17,"Las Vegas, Nevada, USA",WIN,Nursulton Ruziboev,Dustin Stoltzfus,0,0,35,21,1,2,0,2,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Burns vs. Morales,2025-05-17,"Las Vegas, Nevada, USA",WIN,Melquizael Costa,Julian Erosa,0,0,102,69,2,3,1,0,U-DEC,,3,5:00,Featherweight,0,1,0,0,0,2025,UDEC
UFC Fight Night: Burns vs. Morales,2025-05-17,"Las Vegas, Nevada, USA",WIN,Gabe Green,Matheus Camilo,0,0,12,13,0,2,1,1,SUB,Rear Naked Choke,2,3:43,Lightweight,0,0,0,0,0,2025,SUB
UFC Fight Night: Burns vs. Morales,2025-05-17,"Las Vegas, Nevada, USA",WIN,Jared Gordon,Thiago Moises,1,0,7,5,1,0,0,0,KO/TKO,Punch,1,3:37,Lightweight,0,0,0,0,0,2025,KO
UFC Fight Night: Burns vs. Morales,2025-05-17,"Las Vegas, Nevada, USA",WIN,Yadier del Valle,Connor Matthews,0,0,9,3,1,0,1,0,SUB,Rear Naked Choke,1,2:54,Featherweight,0,0,0,0,0,2025,SUB
UFC Fight Night: Burns vs. Morales,2025-05-17,"Las Vegas, Nevada, USA",WIN,Luana Santos,Tainara Lisboa,0,0,15,6,2,0,1,0,SUB,Keylock,2,4:59,Women's Bantamweight,0,0,0,0,0,2025,SUB
UFC Fight Night: Burns vs. Morales,2025-05-17,"Las Vegas, Nevada, USA",WIN,Denise Gomes,Elise Reed,1,0,28,11,3,0,0,0,KO/TKO,Punches,2,0:30,Women's Strawweight,0,0,1,0,0,2025,KO
UFC Fight Night: Burns vs. Morales,2025-05-17,"Las Vegas, Nevada, USA",WIN,HyunSung Park,Carlos Hernandez,0,0,14,4,1,0,1,0,SUB,Rear Naked Choke,1,2:26,Flyweight,0,0,0,0,0,2025,SUB
UFC Fight Night: Burns vs. Morales,2025-05-17,"Las Vegas, Nevada, USA",WIN,Tecia Pennington,Luana Pinheiro,0,0,63,40,0,5,0,0,U-DEC,,3,5:00,Women's Strawweight,0,0,0,0,0,2025,UDEC
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,"Montreal, Quebec, Canada",WIN,Jack Della Maddalena,Belal Muhammad,0,0,178,132,0,3,0,0,U-DEC,,5,5:00,Welterweight,1,1,0,0,0,2025,UDEC
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,"Montreal, Quebec, Canada",WIN,Valentina Shevchenko,Manon Fiorot,1,0,72,71,2,1,0,0,U-DEC,,5,5:00,Women's Flyweight,1,0,0,0,0,2025,UDEC
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,"Montreal, Quebec, Canada",WIN,Aiemann Zahabi,Jose Aldo,0,1,99,68,0,0,0,0,U-DEC,,3,5:00,Featherweight,0,0,0,0,0,2025,UDEC
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,"Montreal, Quebec, Canada",WIN,Natalia Silva,Alexa Grasso,0,0,65,45,0,0,0,0,U-DEC,,3,5:00,Women's Flyweight,0,0,0,0,0,2025,UDEC
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,"Montreal, Quebec, Canada",WIN,Benoit Saint Denis,Kyle Prepolec,0,0,54,12,3,0,2,0,SUB,Arm Triangle,2,2:35,Lightweight,0,0,0,0,0,2025,SUB
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,"Montreal, Quebec, Canada",WIN,Mike Malott,Charles Radtke,1,0,36,10,0,0,0,0,KO/TKO,Punch,2,0:26,Welterweight,0,0,0,0,0,2025,KO
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,"Montreal, Quebec, Canada",WIN,Jasmine Jasudavicius,Jessica Andrade,0,0,11,4,1,0,1,0,SUB,Rear Naked Choke,1,2:40,Women's Flyweight,0,0,1,0,0,2025,SUB
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,"Montreal, Quebec, Canada",WIN,Modestas Bukauskas,Ion Cutelaba,0,0,44,58,0,0,0,0,S-DEC,,3,5:00,Light Heavyweight,0,0,0,0,0,2025,SDEC
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,"Montreal, Quebec, Canada",WIN,Navajo Stirling,Ivan Erslan,1,0,110,36,3,0,0,0,U-DEC,,3,5:00,Light Heavyweight,0,0,0,0,0,2025,UDEC
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,"Montreal, Quebec, Canada",WIN,Marc-Andre Barriault,Bruno Silva,1,0,14,6,0,0,0,0,KO/TKO,Elbows,1,1:27,Middleweight,0,0,1,0,0,2025,KO
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,"Montreal, Quebec, Canada",WIN,Daniel Santos,JeongYeong Lee,0,0,90,68,6,0,0,0,U-DEC,,3,5:00,Featherweight,0,0,0,0,0,2025,UDEC
UFC 315: Muhammad vs. Della Maddalena,2025-05-10,"Montreal, Quebec, Canada",WIN,Bekzat Almakhan,Brad Katona,1,0,8,1,0,0,0,0,KO/TKO,Punch,1,1:04,Bantamweight,0,0,0,0,0,2025,KO
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,"Des Moines, Iowa, USA",WIN,Cory Sandhagen,Deiveson Figueiredo,0,0,54,6,2,2,0,0,KO/TKO,,2,4:08,Bantamweight,0,0,1,0,0,2025,KO
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,"Des Moines, Iowa, USA",WIN,Reinier de Ridder,Bo Nickal,1,0,22,8,0,1,0,0,KO/TKO,Knee,2,1:53,Middleweight,0,0,1,0,0,2025,KO
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,"Des Moines, Iowa, USA",WIN,Daniel Rodriguez,Santiago Ponzinibbio,1,0,66,49,0,1,0,0,KO/TKO,Punch,3,1:12,Welterweight,0,0,0,0,0,2025,KO
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,"Des Moines, Iowa, USA",WIN,Montel Jackson,Daniel Marcos,0,0,30,17,2,3,1,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,"Des Moines, Iowa, USA",WIN,Serhiy Sidey,Cameron Smotherman,0,0,55,58,5,0,1,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,"Des Moines, Iowa, USA",WIN,Mason Jones,Jeremy Stephens,0,0,81,42,8,0,0,0,U-DEC,,3,5:00,Lightweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,"Des Moines, Iowa, USA",WIN,Yana Santos,Miesha Tate,0,0,66,40,0,1,0,0,U-DEC,,3,5:00,Women's Bantamweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,"Des Moines, Iowa, USA",WIN,Azamat Bekoev,Ryan Loder,2,0,23,13,0,0,0,0,KO/TKO,Punch,1,2:44,Middleweight,0,0,1,0,0,2025,KO
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,"Des Moines, Iowa, USA",WIN,Gillian Robertson,Marina Rodriguez,0,0,16,4,2,0,0,1,KO/TKO,Punches,2,2:07,Women's Strawweight,0,0,0,0,0,2025,KO
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,"Des Moines, Iowa, USA",WIN,Quang Le,Gaston Bolanos,0,0,10,5,4,0,1,0,SUB,Rear Naked Choke,2,1:54,Bantamweight,0,0,1,0,0,2025,SUB
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,"Des Moines, Iowa, USA",WIN,Thomas Petersen,Don'Tale Mayes,0,0,28,3,9,0,1,0,U-DEC,,3,5:00,Heavyweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Sandhagen vs. Figueiredo,2025-05-03,"Des Moines, Iowa, USA",WIN,Juliana Miller,Ivana Petrovic,0,0,22,25,3,1,0,0,U-DEC,,3,5:00,Women's Flyweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,"Kansas City, Missouri, USA",WIN,Ian Machado Garry,Carlos Prates,0,0,126,63,4,0,0,0,U-DEC,,5,5:00,Welterweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,"Kansas City, Missouri, USA",WIN,Zhang Mingyang,Anthony Smith,0,0,63,10,0,0,0,0,KO/TKO,Elbows,1,4:03,Light Heavyweight,0,0,1,0,0,2025,KO
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,"Kansas City, Missouri, USA",WIN,David Onama,Giga Chikadze,0,0,49,43,3,0,0,0,U-DEC,,3,5:00,Featherweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,"Kansas City, Missouri, USA",WIN,Abus Magomedov,Michel Pereira,0,0,78,73,1,0,0,0,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,"Kansas City, Missouri, USA",WIN,Randy Brown,Nicolas Dalby,1,1,54,26,0,0,0,0,KO/TKO,Punch,2,1:39,Welterweight,0,1,0,0,0,2025,KO
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,"Kansas City, Missouri, USA",WIN,Ikram Aliskerov,Andre Muniz,1,0,44,16,0,0,0,0,KO/TKO,Punches,1,4:54,Middleweight,0,0,0,0,0,2025,KO
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,"Kansas City, Missouri, USA",WIN,Matt Schnell,Jimmy Flick,0,0,35,12,0,5,3,1,U-DEC,,3,5:00,Flyweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,"Kansas City, Missouri, USA",WIN,Evan Elder,Gauge Young,0,0,115,81,0,0,0,0,U-DEC,,3,5:00,Lightweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,"Kansas City, Missouri, USA",WIN,Chris Gutierrez,John Castaneda,1,0,46,41,0,1,0,0,S-DEC,,3,5:00,Featherweight,0,0,0,0,0,2025,SDEC
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,"Kansas City, Missouri, USA",WIN,Da'Mon Blackshear,Alatengheili,0,0,125,61,0,0,0,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,"Kansas City, Missouri, USA",WIN,Malcolm Wellmaker,Cameron Saaiman,1,0,6,9,0,0,0,0,KO/TKO,Punch,1,1:59,Bantamweight,0,0,1,0,0,2025,KO
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,"Kansas City, Missouri, USA",WIN,Jaqueline Amorim,Polyana Viana,0,0,6,0,2,0,1,0,SUB,Rear Naked Choke,2,1:49,Women's Strawweight,0,0,0,0,0,2025,SUB
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,"Kansas City, Missouri, USA",WIN,Timmy Cuamba,Roberto Romero,1,0,33,35,1,0,0,0,KO/TKO,Flying Knee,2,3:55,Featherweight,0,0,0,0,0,2025,KO
UFC Fight Night: Machado Garry vs. Prates,2025-04-26,"Kansas City, Missouri, USA",WIN,Joselyne Edwards,Chelsea Chandler,0,0,30,10,1,0,0,0,KO/TKO,Punches,1,2:31,Women's Bantamweight,0,0,0,0,0,2025,KO
UFC 314: Volkanovski vs. Lopes,2025-04-12,"Miami, Florida, USA",WIN,Alexander Volkanovski,Diego Lopes,0,1,158,63,1,0,0,0,U-DEC,,5,5:00,Featherweight,1,1,0,0,0,2025,UDEC
UFC 314: Volkanovski vs. Lopes,2025-04-12,"Miami, Florida, USA",WIN,Paddy Pimblett,Michael Chandler,0,0,80,11,1,4,0,0,KO/TKO,Elbows,3,3:07,Lightweight,0,0,1,0,0,2025,KO
UFC 314: Volkanovski vs. Lopes,2025-04-12,"Miami, Florida, USA",WIN,Yair Rodriguez,Patricio Pitbull,1,0,70,17,1,1,0,1,U-DEC,,3,5:00,Featherweight,0,0,0,0,0,2025,UDEC
UFC 314: Volkanovski vs. Lopes,2025-04-12,"Miami, Florida, USA",WIN,Jean Silva,Bryce Mitchell,1,0,27,36,0,1,3,0,SUB,Guillotine Choke,2,3:52,Featherweight,0,0,1,0,0,2025,SUB
UFC 314: Volkanovski vs. Lopes,2025-04-12,"Miami, Florida, USA",WIN,Dominick Reyes,Nikita Krylov,1,0,8,4,0,0,0,0,KO/TKO,Punch,1,2:24,Light Heavyweight,0,0,0,0,0,2025,KO
UFC 314: Volkanovski vs. Lopes,2025-04-12,"Miami, Florida, USA",WIN,Dan Ige,Sean Woodson,0,0,44,51,0,0,0,0,KO/TKO,Punches,3,1:12,Featherweight,0,0,0,0,0,2025,KO
UFC 314: Volkanovski vs. Lopes,2025-04-12,"Miami, Florida, USA",WIN,Virna Jandiroba,Yan Xiaonan,0,0,11,17,3,0,3,0,U-DEC,,3,5:00,Women's Strawweight,0,0,0,0,0,2025,UDEC
UFC 314: Volkanovski vs. Lopes,2025-04-12,"Miami, Florida, USA",WIN,Chase Hooper,Jim Miller,0,0,21,13,8,1,1,2,U-DEC,,3,5:00,Lightweight,0,0,0,0,0,2025,UDEC
UFC 314: Volkanovski vs. Lopes,2025-04-12,"Miami, Florida, USA",WIN,Julian Erosa,Darren Elkins,0,0,54,13,0,1,0,0,KO/TKO,Punches,1,4:15,Featherweight,0,0,0,0,0,2025,KO
UFC 314: Volkanovski vs. Lopes,2025-04-12,"Miami, Florida, USA",WIN,Michal Oleksiejczuk,Sedriques Dumas,1,0,34,3,0,0,0,0,KO/TKO,Punches,1,2:49,Middleweight,0,0,0,0,0,2025,KO
UFC 314: Volkanovski vs. Lopes,2025-04-12,"Miami, Florida, USA",WIN,Sumudaerji,Mitch Raposo,0,0,45,9,0,6,0,0,S-DEC,,3,5:00,Flyweight,0,0,0,0,0,2025,SDEC
UFC 314: Volkanovski vs. Lopes,2025-04-12,"Miami, Florida, USA",WIN,Marco Tulio,Tresean Gore,2,0,127,17,0,0,0,0,KO/TKO,Punch,2,3:16,Middleweight,0,0,0,0,0,2025,KO
UFC 314: Volkanovski vs. Lopes,2025-04-12,"Miami, Florida, USA",WIN,Nora Cornolle,Hailey Cowan,0,0,8,3,0,1,1,0,SUB,Rear Naked Choke,2,1:52,Women's Bantamweight,0,0,0,0,0,2025,SUB
UFC Fight Night: Emmett vs. Murphy,2025-04-05,"Las Vegas, Nevada, USA",WIN,Lerone Murphy,Josh Emmett,0,0,84,41,0,4,0,0,U-DEC,,5,5:00,Featherweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Emmett vs. Murphy,2025-04-05,"Las Vegas, Nevada, USA",WIN,Pat Sabatini,Joanderson Brito,0,0,24,3,4,0,1,1,U-DEC,,3,5:00,Featherweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Emmett vs. Murphy,2025-04-05,"Las Vegas, Nevada, USA",WIN,ChangHo Lee,Cortavious Romious,0,0,44,11,2,2,1,0,KO/TKO,Elbows,2,3:48,Bantamweight,0,0,1,0,0,2025,KO
UFC Fight Night: Emmett vs. Murphy,2025-04-05,"Las Vegas, Nevada, USA",WIN,Brad Tavares,Gerald Meerschaert,0,0,47,38,0,0,0,0,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Emmett vs. Murphy,2025-04-05,"Las Vegas, Nevada, USA",WIN,Ode Osbourne,Luis Gurule,1,0,18,12,0,1,0,0,KO/TKO,Punch,2,1:54,Flyweight,0,0,1,0,0,2025,KO
UFC Fight Night: Emmett vs. Murphy,2025-04-05,"Las Vegas, Nevada, USA",WIN,Torrez Finney,Robert Valentin,0,0,4,23,8,0,0,0,S-DEC,,3,5:00,Middleweight,0,0,0,0,0,2025,SDEC
UFC Fight Night: Emmett vs. Murphy,2025-04-05,"Las Vegas, Nevada, USA",WIN,Dione Barbosa,Diana Belbita,0,0,27,20,1,0,1,0,SUB,Arm Triangle,1,4:13,Women's Flyweight,0,0,1,0,0,2025,SUB
UFC Fight Night: Emmett vs. Murphy,2025-04-05,"Las Vegas, Nevada, USA",WIN,Rhys McKee,Daniel Frunza,3,0,43,43,0,0,0,0,KO/TKO,,1,5:00,Welterweight,0,0,1,0,0,2025,KO
UFC Fight Night: Emmett vs. Murphy,2025-04-05,"Las Vegas, Nevada, USA",WIN,Loma Lookboonmee,Istela Nunes,0,0,32,36,3,0,0,0,U-DEC,,3,5:00,Women's Strawweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Emmett vs. Murphy,2025-04-05,"Las Vegas, Nevada, USA",WIN,Victor Henry,Pedro Falcao,1,0,73,57,2,4,0,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2025,UDEC
UFC Fight Night: Emmett vs. Murphy,2025-04-05,"Las Vegas, Nevada, USA",WIN,Martin Buday,Uran Satybaldiev,0,0,58,36,0,0,0,0,U-DEC,,3,5:00,Heavyweight,0,0,0,0,0,2025,UDEC
